id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1271536716806074374,1271536716806074374,1591992951000,2020-06-12,16:15:51,EDT,897905180162785285,patriot_1952,Patriot_1952,,"The Trump administration is rescinding an Obama-era ban on the federal government providing financing for civilian nuclear energy projects abroad. 
The new policy is geared toward promoting smaller and cheaper advanced nuclear reactors under development in the U.S",[],[],[],0,0,0,[],[],https://twitter.com/Patriot_1952/status/1271536716806074374,False,,0,,,,,,,"[{'user_id': '897905180162785285', 'username': 'Patriot_1952'}]",,,,
1271535624894414848,1271535624894414848,1591992691000,2020-06-12,16:11:31,EDT,437097977,realnathancain,Nathan Cain 📜,,Support #Nuclear Energy ⚛️,[],[],[],0,0,1,['#nuclear'],[],https://twitter.com/realnathancain/status/1271535624894414848,False,,0,,,,,,,"[{'user_id': '437097977', 'username': 'realnathancain'}]",,,,
1271535374129602561,1271535374129602561,1591992631000,2020-06-12,16:10:31,EDT,226310002,iam__network,IAM Platform,,"Decrease in Renewable Energy Costs May Serve as an Accelerator for Clean Energy Expansion | | SBU 

READ MORE:  https://blog.iammarketingmedia.com/decrease-in-renewable-energy-costs-may-serve-as-an-accelerator-for-clean-energy-expansion-sbu-news/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/QhiCn0bVCV",[],['https://blog.iammarketingmedia.com/decrease-in-renewable-energy-costs-may-serve-as-an-accelerator-for-clean-energy-expansion-sbu-news/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaVmrx_WsAUC87M.jpg'],0,2,0,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271535374129602561,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271534446345420802,1271534446345420802,1591992410000,2020-06-12,16:06:50,EDT,868678380,holtecintl,Holtec International,,"Holtec Highlights: Portable Robot Successfully Deployed to Make Multi-Purpose Canister Lid Closure Welds #nuclear #NuclearEnergy #manufacturers #Invention
 https://holtecinternational.com/2020/06/12/hi-brian/ … pic.twitter.com/517trLz92f",[],['https://holtecinternational.com/2020/06/12/hi-brian/'],['https://pbs.twimg.com/media/EaVloR4WkAMzldP.jpg'],0,0,0,"['#nuclear', '#nuclearenergy', '#manufacturers', '#invention']",[],https://twitter.com/holtecintl/status/1271534446345420802,False,,0,,,,,,,"[{'user_id': '868678380', 'username': 'holtecintl'}]",,,,
1271534153062907904,1271534153062907904,1591992340000,2020-06-12,16:05:40,EDT,226310002,iam__network,IAM Platform,,"NY saw little progress toward renewable energy goals in 2019 

READ MORE:  https://blog.iammarketingmedia.com/ny-saw-little-progress-toward-renewable-energy-goals-in-2019/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/2FVRNfEBVR",[],['https://blog.iammarketingmedia.com/ny-saw-little-progress-toward-renewable-energy-goals-in-2019/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EaVlkumWoAApCY4.jpg'],0,2,0,"['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']",[],https://twitter.com/IAM__Network/status/1271534153062907904,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1271533598282321921,1271533598282321921,1591992208000,2020-06-12,16:03:28,EDT,484053196,jerrynature,Applied Energy,,"MIT News: Paper in Applied Energy: A layered approach to safety  http://news.mit.edu/2020/layered-approach-safety-koroush-shirvan-0611#.XuPfFYSXeFQ.twitter …
#AppliedEnergy #3Dprinting #NuclearEnergy #MIT",[],['http://news.mit.edu/2020/layered-approach-safety-koroush-shirvan-0611#.XuPfFYSXeFQ.twitter'],[],0,0,1,"['#appliedenergy', '#3dprinting', '#nuclearenergy', '#mit']",[],https://twitter.com/Jerrynature/status/1271533598282321921,False,,0,,,,,,,"[{'user_id': '484053196', 'username': 'Jerrynature'}]",,,,
1271533291162779656,1271533291162779656,1591992135000,2020-06-12,16:02:15,EDT,912616039271342081,uknuclearenergy,Nuclear - GB Grid,,GB Grid: #Nuclear is generating 4.37GW (16.06%) out of 27.24GW,[],[],[],0,0,0,['#nuclear'],[],https://twitter.com/UKNuclearEnergy/status/1271533291162779656,False,,0,,,,,,,"[{'user_id': '912616039271342081', 'username': 'UKNuclearEnergy'}]",,,,
1271530629197414402,1264584278018424837,1591991500000,2020-06-12,15:51:40,EDT,1242076017650434048,drantoniserrat1,Antoni Serra-Torres MD,,"Make China pay. They covered Wuhan 2019 outbreak and we have evidence they did in Yunnan in 2012. No new outbreak nor lab incident should go under cover undeclared. This is the first end goal. International Biosecurity Agency to be set up, same as for Nuclear Energy. @SecAzar","['carlthechippy', 'kevinmch3', 'nomdeplumi1', 'theseeker268', 'billybostickson', 'bahulikarrahul', 'franciscodeasis', 'luigi_warren', 'trueorigincovid', '_coltseavers', 'antgduarte', 'ydeigin', 'babarlelephant', 'paulgodolphin', 'bioobject', 'daoyu15', 'jj2000426', 'scottburke777', 'still_a_nerd', 'jjcouey', 'harvard2h', 'uacjess', 'ico_dna', 'real_adam_b', 'nerdhaspower', 'rolandbakeriii', 'babarelephant', 'ecohealthnyc', 'nihdirector', 'nih', 'nsf', 'secazar']",[],[],0,0,1,[],[],https://twitter.com/DrAntoniSerraT1/status/1271530629197414402,False,,0,,,,,,,"[{'user_id': '1242076017650434048', 'username': 'DrAntoniSerraT1'}, {'user_id': '2767230593', 'username': 'CarltheChippy'}, {'user_id': '1211776186155581440', 'username': 'KevinMcH3'}, {'user_id': '1245961360061726722', 'username': 'Nomdeplumi1'}, {'user_id': '1170129955558047745', 'username': 'TheSeeker268'}, {'user_id': '605269037', 'username': 'BillyBostickson'}, {'user_id': '1236851690541682689', 'username': 'BahulikarRahul'}, {'user_id': '18538197', 'username': 'franciscodeasis'}, {'user_id': '2577053906', 'username': 'luigi_warren'}, {'user_id': '535174765', 'username': 'TrueOriginCOVID'}, {'user_id': '2892224914', 'username': '_coltseavers'}, {'user_id': '1248254598030262273', 'username': 'AntGDuarte'}, {'user_id': '212102442', 'username': 'ydeigin'}, {'user_id': '419517624', 'username': 'babarlelephant'}, {'user_id': '838011581082513408', 'username': 'PaulGodolphin'}, {'user_id': '1247954748139098116', 'username': 'BioObject'}, {'user_id': '1257153046565421056', 'username': 'Daoyu15'}, {'user_id': '160074739', 'username': 'JJ2000426'}, {'user_id': '3298490606', 'username': 'scottburke777'}, {'user_id': '939935680137920515', 'username': 'still_a_nerd'}, {'user_id': '1049701547628785664', 'username': 'jjcouey'}, {'user_id': '1052240134438039553', 'username': 'Harvard2H'}, {'user_id': '994789516035620864', 'username': 'uacjess'}, {'user_id': '847914650096332802', 'username': 'ico_dna'}, {'user_id': '295929695', 'username': 'Real_Adam_B'}, {'user_id': '1239400994863230981', 'username': 'nerdhaspower'}, {'user_id': '69441276', 'username': 'RolandBakerIII'}, {'user_id': '125517497', 'username': 'babarelephant'}, {'user_id': '35865470', 'username': 'EcoHealthNYC'}, {'user_id': '124237063', 'username': 'NIHDirector'}, {'user_id': '15134240', 'username': 'NIH'}, {'user_id': '16245822', 'username': 'NSF'}, {'user_id': '956283913835614208', 'username': 'SecAzar'}]",,,,
1271530423349317634,1271530423349317634,1591991451000,2020-06-12,15:50:51,EDT,46202277,energyfairness,Paul Griffin,,"U.S. proposes lifting restrictions on financing advanced #nuclear energy projects abroad, to help the industry better compete with China & Russia  https://tinyurl.com/yaozlflj  @VOANews",['voanews'],['https://tinyurl.com/yaozlflj'],[],0,0,0,['#nuclear'],[],https://twitter.com/EnergyFairness/status/1271530423349317634,False,,0,,,,,,,"[{'user_id': '46202277', 'username': 'EnergyFairness'}, {'user_id': '16273831', 'username': 'VOANews'}]",,,,
1271529539445768192,1271513877344378885,1591991240000,2020-06-12,15:47:20,EDT,1258254490974617606,pliesker,Patrick Liesker,,Coal is still TransAlta's main energy source; especially here in Alberta. I understand it has a 'strategy' to phase this out; largely replacing it by natural gas. Has Transalta condidered nuclear energy as an option? Ontario is very successful with that.,['transalta'],[],[],0,0,0,[],[],https://twitter.com/PLiesker/status/1271529539445768192,False,,0,,,,,,,"[{'user_id': '1258254490974617606', 'username': 'PLiesker'}, {'user_id': '338645337', 'username': 'TransAlta'}]",,,,
